Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
-0.11617760419813916,0.6636613009519085,-0.3471728081833163,0.4584340060442566,-0.478771769321933,0.45129512526806437,-0.24897536835458312,0.549507262047817,-0.08113704328968391,0.4998775938485091,0.5056590613986017,-0.8211658261612411,0.6421382993509936,0.12043474034119993,0.5303798268638923,1.0478222643526247,0.7835425882463203,0.6740789503796659,0.6085870259202468,-0.41386095287783325,-0.23069494307700034,-0.19921193606266546,-0.3237330664847645,-0.1473788040917364,-0.2880732594060802,0.9705388816585202,0.8392001084623694,-0.11314677194495994,-0.046051368174707584,-0.46825167421253616
-0.7968882615105702,0.28500691079440627,-0.18767181659307075,0.7115642296252871,-0.4857646630843687,0.43166496079406386,0.20995999417000846,0.5674783380127683,-0.0024413005342260753,0.22743223071210075,0.6754277552647684,-0.3991074940745644,0.7922616401055979,-0.014485291042615162,0.882372836611656,0.40642653043646004,0.6078648967777835,0.4834810620755537,0.7880216113124968,0.377987431640366,-0.25228481486676363,-0.08448309505327158,0.4605735790377807,-0.09984661423395993,0.09818932547866695,-0.4489111695493382,-0.8923254792142509,-0.48053181954833596,-0.4025326088121972,-0.45172663005463815
-0.6993359535542397,0.3580323152874585,-0.5715347058417458,0.7466105432027706,-1.1230963309848776,0.22836714563767802,0.3966677617767256,0.365297475035297,-0.033095304474797256,-0.5831420894001165,1.0910218774286489,-0.48964874779959566,0.5593545535761756,1.085239127190636,0.6852849065917321,0.6789215091644747,0.39437820908443305,0.6579716827111279,0.9113534971485526,1.3877771205803562,-0.11581426257146876,-0.18787376802170525,0.10177369647129982,-0.1961807784743787,-0.8089118026673005,-0.5503403436835236,-0.030136257445089968,0.08799792328735968,0.46648178000384727,-0.39944564239719477
0.6120393837882783,0.41731126491476567,-0.21986975434904907,0.4067447617281473,-0.7161455828598597,0.4215667414016713,-0.3759647475301438,0.6148592179448011,-0.0032556385119032385,0.49224444845965937,0.36404797443495535,-1.0109013229539274,0.5610129059298367,-0.7017417886679171,0.6640198048723776,0.8161478822702595,0.6875744155937696,0.6861821488562421,0.8694039091717777,-0.4565736610803392,-0.3343520261699448,-0.0372826592180707,0.7163718497430807,-0.028405929442497636,-0.15458944673259423,-0.598643892044826,-0.38194860582910467,-0.10229204166879743,-0.019826014478003022,-0.196506503615991
0.05421347581134323,0.7593266515985658,-0.40547236568042627,0.6092135174255456,0.5233273820892302,0.4006640473901279,0.9441809255162099,0.36180963705726815,0.015355690829230578,0.8536789258430657,0.8954678198469517,-0.2241796608529238,0.26844410682525,1.8344543793760213,1.0446153242442935,-2.123564852174128,0.988908846818617,0.49413701291744194,0.8221549654448999,-1.6219917700442554,-0.4393139057618908,-0.11488225514576211,0.49343936173836556,0.1802616703290508,1.3236368312557465,-0.3849272024026863,-0.09550341083206372,-0.09842106276312772,-0.22941438499784558,-0.47192390624762454
-1.0346973552662895,0.6649943441371724,-0.659986851775813,0.6295509686825166,-0.8822925655153114,0.10234236238782553,-0.19812990959419854,0.4132190422007249,-0.07016606055435066,0.20166736141749536,0.7845952823689295,-0.8886334594650752,0.6381050510852768,0.19295109000500898,0.7857859664382806,1.075467682168363,0.27781573065821114,0.5572571794883211,0.8565259894612877,-0.9153795680789023,-0.5577742013492203,-0.2910941397882926,-0.7501907197342218,0.09928298143540447,0.7889387348676346,0.07014176156621359,1.9532701900434708,-0.1422870812815571,-0.08194597428545639,-0.2598525062212667
0.2670956179825088,0.366765933093441,-0.5582770182887926,0.7593673656541888,-1.1290436877540264,0.2042387596502967,0.06706545120013113,0.386768450201514,-0.07008571389460566,0.9729311356918003,0.6929114012609164,-0.6357942956477787,-0.04241973072412085,1.9940529990215283,0.927639134619765,0.11197484042486515,1.0110236970312514,0.6671873224032667,0.24980721120921015,-0.10046914279253563,-0.33061321322601117,-0.05864118072458285,0.8259413178050127,0.11398760825825402,-0.02442466438636555,-2.7601958698803344,-1.1171193615280262,-0.14259090351779882,0.6759813240057497,-0.23115111373649655
-1.2130488401910442,0.6895478758256046,-0.8126718594389339,0.6743795943798625,-1.121993032022841,-0.05818900504620993,-0.14621004715719357,0.292799853584479,-0.04902156448196811,-0.11829894971280976,0.9559313712177278,-0.9346601450673226,0.3628545283449795,-0.6140962140865983,0.7298304678099654,0.9663303022757475,0.5741567043921693,0.6515181456394085,0.513832330078683,-0.49534709768407004,-0.5091335451173712,-0.26055678744647465,-0.6281426467855743,0.15860158183549097,0.6058363467731692,0.07684885485826454,-0.954546370495105,-0.046793887403585435,-0.04785615775089066,-0.3028079572632883
0.5075297246191356,0.21121810131119242,-0.823896764929187,0.7456237470323945,-0.7710361994340735,0.43530468241406095,-0.1858250534291609,0.5409749098751567,-0.01334385652068612,0.788428774180338,0.4225239069866962,-1.112268317072537,0.6007417349592822,-0.7650901568040233,0.7943759415987983,0.8159352390796457,0.7428897164594469,0.44749747726256583,0.6024302131313585,-0.6281574768201564,0.3218390342767868,-0.11908386612283073,-0.36221521246934724,0.6595243382544485,-0.16652578953920302,-0.17437863758408856,-1.4041812925722856,-0.1699960712024546,-0.05162317585711369,0.5862587459686515
-1.4725409671744232,0.6512612761583033,-0.5790572415847889,0.6759851786467522,-0.9506003600252395,0.2680465294145586,0.5001174599342479,0.3685285461409183,-0.02423285782379769,1.866153823793582,0.3006151491798978,-0.6498931098992418,0.36969279491077117,2.573708255914866,0.9921662224188504,0.8141392534279235,0.4499347476660287,0.6534787527471809,0.5572226948174854,-0.06734493748628301,-0.2624123236944704,-0.2000185353125497,0.057036583768609844,-0.126217290677867,-1.3541318179447301,0.8166443622389604,-1.4855565587825448,0.009519828775723658,-0.07307370988850977,-0.414666077805785
